# Giten Megami Tensei translation table -- see docs/pipeline.md
# Edit the 'en' column only.  Leave it empty (or equal to 'jp') to keep the
# original bytes.  Escapes: \n newline, <wait> page-wait, {XX} control byte
# (keep them, in order), \\ \{ \< literal backslash / brace / angle.
file	rec	idx	off	tag	jp	en	ref_en	ref_src	status	note
m/MS000D.BIN	0:00	0	21	1FD2	{08:37}：		Sonoda:	v005		reads: 園田：; reads: 園田： @refalign
m/MS000D.BIN	0:00	1	27	1FD3	ふう{02:08}危{08:19}{02:08}‥。\n時間が無い。早く、先に進ま{08:25}と{08:72}。\n<wait>		Phew... That was a close one...\nNow then, we must hurry. There's no time.\n<wait>	v005		reads: ふう‥‥‥危なかった‥‥‥‥。\n時間が無い。早く、先に進まないと‥‥。\n<wait>; reads: ふう‥‥‥危なかった‥‥‥‥。\n時間が無い。早く、先に進まないと‥‥。\n<wait> @refalign
m/MS000D.BIN	0:00	2	93	1FD2	{08:00}：		Hayasaka:	v005		reads: 早坂：; reads: 早坂： @refalign
m/MS000D.BIN	0:00	3	99	1FD3	{02:08}危{08:19}ぜ{02:08}。\n<wait>{08:72}{08:73}事し{08:2B}場合{08:81}{08:25}！　早く行か{08:57}。\n<wait>		That was a close one...\n<wait>There's no time for this. We must hurry!\n<wait>	v005		reads: ‥‥‥危なかったぜ‥‥‥。\n<wait>‥‥こんな事してる場合じゃない！　早く行かなければ。\n<wait>; reads: ‥‥‥危なかったぜ‥‥‥。\n<wait>‥‥こんな事してる場合じゃない！　早く行かなければ。\n<wait> @refalign
m/MS000D.BIN	0:00	4	165	1FD2	{08:39}：		Kamikawa:	v005		reads: 上河：; reads: 上河： @refalign
m/MS000D.BIN	0:00	5	171	1FD3	ふう{02:08}危{08:19}{02:08}‥。\n時間が無い。早く、先に進ま{08:25}と{08:72}。\n<wait>		Phew... That was a close one...\nNow then, we must hurry. There's no time.\n<wait>	v005		reads: ふう‥‥‥危なかった‥‥‥‥。\n時間が無い。早く、先に進まないと‥‥。\n<wait>; reads: ふう‥‥‥危なかった‥‥‥‥。\n時間が無い。早く、先に進まないと‥‥。\n<wait> @refalign
m/MS000D.BIN	0:00	6	237	1FD2	{08:03}：		Emi:	v005		reads: 英美：; reads: 英美： @refalign
m/MS000D.BIN	0:00	7	243	1FD3	{02:08}危{08:19}わ。\n{08:72}{08:73}事し{08:2B}場合{08:81}{08:25}わ。早く進ま{08:25}と、間に合わ{08:25}{08:72}！\n<wait>		That was a close one...\nNow, we've gotta hurry or we won't make it in time!\n<wait>	v005		reads: ‥‥‥危なかったわ。\n‥‥こんな事してる場合じゃないわ。早く進まないと、間に合わない‥‥！\n<wait>; reads: ‥‥‥危なかったわ。\n‥‥こんな事してる場合じゃないわ。早く進まないと、間に合わない‥‥！\n<wait> @refalign
m/MS000D.BIN	0:00	8	317	1FD2	{08:37}：		Sonoda:	v005		reads: 園田：; reads: 園田： @refalign
m/MS000D.BIN	0:00	9	323	1FD3	{02:08}ふぅ、危{08:25}{08:87}だ{08:51}な。\n<wait>		Phew... That was a close one.\n<wait>	v005		reads: ‥‥‥ふぅ、危ないところだったな。\n<wait>; reads: ‥‥‥ふぅ、危ないところだったな。\n<wait> @refalign
m/MS000D.BIN	0:00	10	359	1FD2	{08:00}：		Hayasaka:	v005		reads: 早坂：; reads: 早坂： @refalign
m/MS000D.BIN	0:00	11	371	1F01	。何を考え{08:2B}のかは知らんが、危険な行為は慎め！！\n<wait>	. I don't know what you're thinking,\nbut cut out the reckless stunts!!\n<wait>	Katsuragi. I don't know what you're thinking,\nbut please, exercise some goddamn caution!\n<wait>	v005	draft	reads: 。何を考えてるのかは知らんが、危険な行為は慎め！！\n<wait>; reads: 。何を考えてるのかは知らんが、危険な行為は慎め！！\n<wait> @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	12	434	1FD2	{08:39}：		Kamikawa:	v005		reads: 上河：; reads: 上河： @refalign
m/MS000D.BIN	0:00	13	446	1F01	さん、危険な事はやめて下{08:49}！\n<wait>	-san, please stop doing dangerous things!\n<wait>	You've gotta be more careful, Katsuragi!\n<wait>	v005	draft	reads: さん、危険な事はやめて下さい！\n<wait>; reads: さん、危険な事はやめて下さい！\n<wait> @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	14	489	1FD2	{08:03}：		Emi:	v005		reads: 英美：; reads: 英美： @refalign
m/MS000D.BIN	0:00	15	501	1F01	くん！　危険な真似はやめてよ！\n<wait>	-kun! Quit doing dangerous things!\n<wait>	You've gotta be more careful, Katsuragi!\n<wait>	v005	draft	reads: くん！　危険な真似はやめてよ！\n<wait> @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	16	541	1FD2	{08:37}：		Sonoda:	v005		reads: 園田：; reads: 園田： @refalign
m/MS000D.BIN	0:00	17	560	1FD2	{08:00}：		Hayasaka:	v005		reads: 早坂：; reads: 早坂： @refalign
m/MS000D.BIN	0:00	18	566	1FD3	{02:08}ふぅ、危{08:19}な。\n<wait>		Phew... That was a close one.<wait>	v005		reads: ‥‥‥ふぅ、危なかったな。\n<wait>; reads: ‥‥‥ふぅ、危なかったな。\n<wait> @refalign
m/MS000D.BIN	0:00	19	607	1FD2	{08:00}：		Hayasaka:	v005		reads: 早坂：; reads: 早坂： @refalign
m/MS000D.BIN	0:00	20	626	1FD2	{08:39}：		Kamikawa:	v005		reads: 上河：; reads: 上河： @refalign
m/MS000D.BIN	0:00	21	632	1FD3	{02:08}危{08:25}{08:87}で{08:4B}{02:08}。\n<wait>		That was a close one...\n<wait>	v005		reads: ‥‥‥危ないところでした‥‥‥。\n<wait>; reads: ‥‥‥危ないところでした‥‥‥。\n<wait> @refalign
m/MS000D.BIN	0:00	22	676	1FD2	{08:03}：		Emi:	v005		reads: 英美：; reads: 英美： @refalign
m/MS000D.BIN	0:00	23	682	1FD3	{08:72}はあ{02:08}危{08:19}わ{02:08}。\n<wait>		Phew... That was a close one.\n<wait>	v005		reads: ‥‥はあ‥‥‥危なかったわ‥‥‥。\n<wait>; reads: ‥‥はあ‥‥‥危なかったわ‥‥‥。\n<wait> @refalign
m/MS000D.BIN	0:00	24	709	1FD2	{08:03}：		Emi:	v005		reads: 英美：; reads: 英美： @refalign
m/MS000D.BIN	0:00	25	721	1F01	くん！　あんな危{08:25}{08:46}やめてよね！\n<wait>	-kun! Don't pull anything that dangerous again!\n<wait>	You've gotta be more careful, Katsuragi!\n<wait>	v005	draft	reads: くん！　あんな危ないことやめてよね！\n<wait>; reads: くん！　あんな危ないことやめてよね！\n<wait> @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	26	787	1FD2	{08:37}：		Sonoda:	v005		reads: 園田：; reads: 園田： @refalign
m/MS000D.BIN	0:00	27	793	1FD3	{08:47}先はホールだ。入っ{08:50}まずい{08:46}に{08:59}！\n戻ろう！\n<wait>		The hall up ahead is full of soldiers. Let's turn back!\n<wait>	v005		reads: この先はホールだ。入ったらまずいことになる！\n戻ろう！\n<wait>; reads: この先はホールだ。入ったらまずいことになる！\n戻ろう！\n<wait> @refalign
m/MS000D.BIN	0:00	28	851	1FD2	{08:00}：		Hayasaka:	v005		reads: 早坂：; reads: 早坂： @refalign
m/MS000D.BIN	0:00	29	867	1FD2	{08:39}：		Kamikawa:	v005		reads: 上河：; reads: 上河： @refalign
m/MS000D.BIN	0:00	30	873	1FD3	{08:47}先はホール{02:08}入っ{08:50}まずい{08:46}になり{08:5A}。\n戻りま{08:80}。\n<wait>		The hall up ahead is full of soldiers. Let's turn back!\n<wait>	v005		reads: この先はホール‥‥‥入ったらまずいことになります。\n戻りましょう。\n<wait>; reads: この先はホール‥‥‥入ったらまずいことになります。\n戻りましょう。\n<wait> @refalign
m/MS000D.BIN	0:00	31	937	1FD2	{08:03}：		Emi:	v005		reads: 英美：; reads: 英美： @refalign
m/MS000D.BIN	0:00	32	943	1FD3	{08:47}先はホール{08:72}入っ{08:50}まずいわ。\nもどらなきゃ。\n<wait>		The hall up ahead is full of soldiers. Let's turn back!\n<wait>	v005		reads: この先はホール‥‥入ったらまずいわ。\nもどらなきゃ。\n<wait>; reads: この先はホール‥‥入ったらまずいわ。\nもどらなきゃ。\n<wait> @refalign
m/MS000D.BIN	0:00	33	1007	1FD2	{08:03}：		Emi:	v005		reads: 英美：; reads: 英美： @refalign
m/MS000D.BIN	0:00	34	1013	1FD3	{08:47}先はホールよ！　出てはまずいわ！\n<wait>		The hall up ahead is full of soldiers. Let's turn back!\n<wait>	v005		reads: この先はホールよ！　出てはまずいわ！\n<wait>; reads: この先はホールよ！　出てはまずいわ！\n<wait> @refalign
m/MS000D.BIN	0:00	35	1061	1FD2	{08:00}：		Hayasaka:	v005		reads: 早坂：; reads: 早坂： @refalign
m/MS000D.BIN	0:00	36	1073	1F01	！　お前何考えて{08:5F}！？\n<wait>	! What the hell are you thinking!?\n<wait>	What the hell do you think you're doing, Katsuragi!?\n<wait>	v005	draft	reads: ！　お前何考えてんだ！？\n<wait>; reads: ！　お前何考えてんだ！？\n<wait> @rebase-tagdiff @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	37	1110	1FD2	{08:37}：		Sonoda:	v005		reads: 園田：; reads: 園田： @refalign
m/MS000D.BIN	0:00	38	1122	1F01	！　危険な真似はやめろ！\n<wait>	! Stop taking stupid risks!\n<wait>	You've gotta be more careful, Katsuragi!\n<wait>	v005	draft	reads: ！　危険な真似はやめろ！\n<wait> @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	39	1161	1FD2	{08:39}：		Kamikawa:	v005		reads: 上河：; reads: 上河： @refalign
m/MS000D.BIN	0:00	40	1173	1F01	さん！　危険{08:55}！\n<wait>	-san! It's dangerous!\n<wait>	You've gotta be more careful, Katsuragi!\n<wait>	v005	draft	reads: さん！　危険です！\n<wait>; reads: さん！　危険です！\n<wait> @rebase-tagdiff @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	41	1199	1FD2	{08:03}：		Emi:	v005		reads: 英美：; reads: 英美： @refalign
m/MS000D.BIN	0:00	42	1211	1F01	くん！　何を考え{08:2B}の！？\n<wait>	-kun! What are you thinking!?\n<wait>	What the hell do you think you're doing, Katsuragi!?\n<wait>	v005	draft	reads: くん！　何を考えてるの！？\n<wait>; reads: くん！　何を考えてるの！？\n<wait> @rebase-tagdiff @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	43	1250	1FD2	{08:37}：		Sonoda:	v005		reads: 園田：; reads: 園田： @refalign
m/MS000D.BIN	0:00	44	1262	1F01	！　{08:47}先はホールだぞ！\n出{08:21}らまずい！\n<wait>	! The hall is just ahead!\nGoing out there is a bad idea!\n<wait>	The hall up ahead is full of soldiers. Let's turn back!\n<wait>	v005	draft	reads: ！　この先はホールだぞ！\n出ていったらまずい！\n<wait>; reads: ！　この先はホールだぞ！\n出ていったらまずい！\n<wait> @rebase-tagdiff @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	45	1335	1FD2	{08:00}：		Hayasaka:	v005		reads: 早坂：; reads: 早坂： @refalign
m/MS000D.BIN	0:00	46	1347	1F01	！　{08:47}先はホールだ！\n出ていくとまずいぞ！！\n<wait>	! The hall's just ahead!\nIt's a bad idea to go out there!!\n<wait>	The hall up ahead is full of soldiers. Let's turn back!\n<wait>	v005	draft	reads: ！　この先はホールだ！\n出ていくとまずいぞ！！\n<wait>; reads: ！　この先はホールだ！\n出ていくとまずいぞ！！\n<wait> @rebase-tagdiff @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	47	1418	1FD2	{08:39}：		Kamikawa:	v005		reads: 上河：; reads: 上河： @refalign
m/MS000D.BIN	0:00	48	1430	1F01	さん！　{08:47}先はホール{08:55}！\n出{08:21}らまずい{08:55}よ！！\n<wait>	-san! The hall is just ahead!\nIt would be bad to go out there!!\n<wait>	The hall up ahead is full of soldiers. Let's turn back!\n<wait>	v005	draft	reads: さん！　この先はホールです！\n出ていったらまずいですよ！！\n<wait>; reads: さん！　この先はホールです！\n出ていったらまずいですよ！！\n<wait> @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	49	1498	1FD2	{08:00}：		Hayasaka:	v005		reads: 早坂：; reads: 早坂： @refalign
m/MS000D.BIN	0:00	50	1504	1FD3	{08:73}所に寄っ{08:14}暇は無い！　行こう！\n<wait>		We don't have time for detours. Let's hurry!\n<wait>	v005		reads: こんな所に寄っている暇は無い！　行こう！\n<wait>; reads: こんな所に寄っている暇は無い！　行こう！\n<wait> @refalign
m/MS000D.BIN	0:00	51	1551	1FD2	{08:37}：		Sonoda:	v005		reads: 園田：; reads: 園田： @refalign
m/MS000D.BIN	0:00	52	1567	1FD2	{08:39}：		Kamikawa:	v005		reads: 上河：; reads: 上河： @refalign
m/MS000D.BIN	0:00	53	1573	1FD3	{08:73}所に入っ{08:2B}暇は無い！　戻らなきゃ！\n<wait>		We don't have time for detours. Let's hurry!\n<wait>	v005		reads: こんな所に入ってる暇は無い！　戻らなきゃ！\n<wait>; reads: こんな所に入ってる暇は無い！　戻らなきゃ！\n<wait> @refalign
m/MS000D.BIN	0:00	54	1624	1FD2	{08:03}：		Emi:	v005		reads: 英美：; reads: 英美： @refalign
m/MS000D.BIN	0:00	55	1630	1FD3	{08:73}所に入っ{08:2B}暇無いわ！　戻らなきゃ！\n<wait>		We don't have time for detours. Let's hurry!\n<wait>	v005		reads: こんな所に入ってる暇無いわ！　戻らなきゃ！\n<wait>; reads: こんな所に入ってる暇無いわ！　戻らなきゃ！\n<wait> @refalign
m/MS000D.BIN	0:00	56	1685	1FD2	{08:00}：		Hayasaka:	v005		reads: 早坂：; reads: 早坂： @refalign
m/MS000D.BIN	0:00	57	1697	1F01	！　お前、{08:76}懲りてねぇのかっ！\n戻るぞ！！！\n<wait>	! Haven't you learned yet!?\nWe're going back!!!\n<wait>	The hell do you think you're doing, Katsuragi? Let's hurry!\n<wait>	v005	draft	reads: ！　お前、まだ懲りてねぇのかっ！\n戻るぞ！！！\n<wait>; reads: ！　お前、まだ懲りてねぇのかっ！\n戻るぞ！！！\n<wait> @rebase-tagdiff @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:00	58	1755	1FD2	{08:37}：		Sonoda:	v005		reads: 園田：; reads: 園田： @refalign
m/MS000D.BIN	0:00	59	1761	1FD3	{08:7F}かげんにしろッ！　戻るぞ！\n<wait>		We don't have time for this! Let's hurry!\n<wait>	v005		reads: いいかげんにしろッ！　戻るぞ！\n<wait>; reads: いいかげんにしろッ！　戻るぞ！\n<wait> @refalign
m/MS000D.BIN	0:00	60	1804	1FD2	{08:39}：		Kamikawa:	v005		reads: 上河：; reads: 上河： @refalign
m/MS000D.BIN	0:00	61	1810	1FD3	{08:7F}加減に{08:4A}下{08:49}！　戻り{08:5A}よ！\n<wait>		We don't have time for this! Let's hurry!\n<wait>	v005		reads: いい加減にして下さい！　戻りますよ！\n<wait>; reads: いい加減にして下さい！　戻りますよ！\n<wait> @refalign
m/MS000D.BIN	0:00	62	1853	1FD2	{08:03}：		Emi:	v005		reads: 英美：; reads: 英美： @refalign
m/MS000D.BIN	0:00	63	1865	1F01	くん！！　{08:7F}加減に{08:4A}！！\n戻るわよ！！\n<wait>	-kun!! That's enough!!\nWe're going back!!\n<wait>	We don't have time for this, Katsuragi! Let's hurry!\n<wait>	v005	draft	reads: くん！！　いい加減にして！！\n戻るわよ！！\n<wait>; reads: くん！！　いい加減にして！！\n戻るわよ！！\n<wait> @rebase-tagdiff @refalign @seamfix-2026-09-05
m/MS000D.BIN	0:01	0	2	1FD2	バール兵：		Baal Soldier:	ours		
m/MS000D.BIN	0:01	1	14	1FD3	何だお前達は？\n<wait>		Hmm? And what the fuck are you people doing here?\n<wait>	v005		
