# Giten Megami Tensei translation table -- see docs/pipeline.md
# Edit the 'en' column only.  Leave it empty (or equal to 'jp') to keep the
# original bytes.  Escapes: \n newline, <wait> page-wait, {XX} control byte
# (keep them, in order), \\ \{ \< literal backslash / brace / angle.
file	rec	idx	off	tag	jp	en	ref_en	ref_src	status	note
m/MS610B.BIN	0:00	0	0	UNTILED	2 / ＞会話可能圏外 / U / 　会話対象に接近 / J下 / I / (					@noedit; @untiled; record does not tile (switch entry at 0x4B has kind 227 (not 0 or 1)); read-only, copied verbatim; reads: ＞会話可能圏外です\n　会話対象に接近して下さい\n<wait> @rebase-new @rebase-unmatched idx0 en=>Out of conversation range.\n  Get closer to talk.\n<wait> @rebase-unmatched idx0 en=>Out of conversation range.\n  Get closer to talk.\n<wait>
m/MS610B.BIN	2:01	0	18	1FD0	{08:90}やら　あまり敵意は無い{08:69}だ。\n		It doesn't seem\ntoo hostile.\n	ours		reads: どうやら　あまり敵意は無いようだ。\n
m/MS610B.BIN	2:01	1	57	1FBA	＞{02:06}\n	>What will you do?\n	>{02:06}	ours	draft	reads: ＞どうしますか？\n; reads: ＞どうしますか？\n @ours-2026-09-05
m/MS610B.BIN	2:01	2	78	1FB2	成仏さ{08:2A}		Put to Rest	ours		reads: 成仏させる; menu option, declared width 20 columns
m/MS610B.BIN	2:01	3	88	1FB2	用を聞く		Hear Its Request	ours		menu option, declared width 20 columns
m/MS610B.BIN	2:01	4	98	1FB2	ほ{08:53}く		Leave It	ours		reads: ほっとく; menu option, declared width 20 columns
m/MS610B.BIN	2:01	5	134	1FFA	{02:09}・・\n	.....\n	{02:09}..\n	ours	draft	reads: ・・・・・\n; reads: ・・・・・\n @ours-2026-09-05
m/MS610B.BIN	2:01	6	171	1FD0	{08:61}　何も起こら{08:19}！\n		But nothing\nhappened at all!\n	ours		reads: しかし　何も起こらなかった！\n; reads: ペンタグランマﾍ @rebase-unmatched idx6 en=Pentagramﾍ @rebase-unmatched idx6 en=Pentagramﾍ
m/MS610B.BIN	2:01	7	239	1F01	は　{08:63}{08:42}声を掛{08:43}事を忘れ{08:14}{08:69}だ{02:09}\n<wait>	 seems to have forgotten it called out to you itself...\n<wait>	It seems to have forgotten\nthat it called out to you itself...\n<wait>	ours	draft	reads: は　自分から声を掛けた事を忘れているようだ・・・\n<wait>; reads: は　自分から声を掛けた事を忘れているようだ・・・\n<wait> @rebase-tagdiff @ours-2026-09-05
m/MS610B.BIN	2:01	8	302	1FB2	{08:7F}よ		Sure	ours		reads: いいよ; menu option, declared width 20 columns; reads: ・・・・・\n
m/MS610B.BIN	2:01	9	308	1FB2	やだ		Nope	ours		menu option, declared width 20 columns; reads: しかし　何も起こらなかった！\n
m/MS610B.BIN	2:01	10	341	0D	{02:09}{02:09}\n<wait>	......\n<wait>			draft	reads: ・・・・・・\n<wait>; reads: は　自分から声を掛けた事を忘れているようだ・・・\n<wait> @ours-2026-09-05
m/MS610B.BIN	2:01	11	353	0D	{02:09}{02:09}\n<wait>	......\n<wait>			draft	reads: ・・・・・・\n<wait>; reads: いいよ; menu option, declared width 20 columns @ours-2026-09-05
m/MS610B.BIN	2:02	0	3	0D	{02:09}{02:09}\n<wait>	......\n<wait>			draft	reads: ・・・・・・\n<wait>; reads: ・・・・・・\n<wait> @ours-2026-09-05
m/MS610B.BIN	2:03	0	28	1FB2	{08:7F}よ		Sure	v005		reads: いいよ; menu option, declared width 20 columns; menu option, declared width 20 columns @refalign
m/MS610B.BIN	2:03	1	34	1FB2	やだ		No way	v005		menu option, declared width 20 columns; menu option, declared width 20 columns @refalign
m/MS610B.BIN	2:03	2	64	1FFA	{02:09}・・\n	.....\n			draft	reads: ・・・・・\n; reads: ・・・・・\n @ours-2026-09-05
m/MS610B.BIN	2:03	3	101	1FD0	{08:61}　何も起こら{08:19}！\n	However, nothing happened!\n	However, nothing happened!\n	v005	draft	reads: しかし　何も起こらなかった！\n; reads: しかし　何も起こらなかった！\n @ours-2026-09-05
m/MS610B.BIN	2:03	4	158	1F01	は　逃げ出{08:17}\n<wait>	 ran away!\n<wait>	{04:EF} ran away!\n<wait>	v005	draft	reads: は　逃げ出した！\n<wait>; reads: ・・・・・\n @rebase-tagdiff @refalign @seamfix-2026-09-05
m/MS610B.BIN	2:03	5	194	1F01	は　逃げ{08:69}と{08:4B}が　逃げられ{08:19}！\n	 tried to run,\nbut couldn't get away!\n	{04:EF} tried to run away,\nbut wasn't able to!\n	v005	draft	reads: は　逃げようとしたが　逃げられなかった！\n; reads: しかし　何も起こらなかった！\n @rebase-tagdiff @refalign @seamfix-2026-09-05
m/MS610B.BIN	2:33	0	0	DATA	お願いだ		Please	ours		
m/MS610B.BIN	3:02	0	216	1FB2	なだ{08:2E}		Soothe	ours		reads: なだめる; menu option, declared width 20 columns
m/MS610B.BIN	3:02	1	224	1FB2	逃げる		Flee	ours		menu option, declared width 20 columns
