# Giten Megami Tensei translation table -- see docs/pipeline.md
# Edit the 'en' column only.  Leave it empty (or equal to 'jp') to keep the
# original bytes.  Escapes: \n newline, <wait> page-wait, {XX} control byte
# (keep them, in order), \\ \{ \< literal backslash / brace / angle.
file	rec	idx	off	tag	jp	en	note
m/MS002E.BIN	F0	0	74	1FD2	Rui:	Rui:	
m/MS002E.BIN	F0	1	80	1FD3	Ayato... <wait>Come...\n<wait>	Ayato... <wait>Come...\n<wait>	
m/MS002E.BIN	F0	2	241	1FD2	Rui:	Rui:	
m/MS002E.BIN	F0	3	247	1FD3	Ayato... <wait>My beloved hunter...\n<wait>	Ayato... <wait>My beloved hunter...\n<wait>	
m/MS002E.BIN	F0	4	289	1FD2	Rui:	Rui:	
m/MS002E.BIN	F0	5	295	1FD3	Do you still remember?\n<wait>私がまだ完全に{01}\<だった頃{02}するрﾆ貴方は確かに出逢った。\n<wait>		runtime inserts: reproduce every {XX} token, in order @operand @skip
m/MS002E.BIN	F0	6	422	1FD2	Yuuka:	Yuuka:	
m/MS002E.BIN	F0	7	430	1FD3	Katsuragi-kun... I love you.\nOh how I wish that we could've been born in a different era.\nI would've loved nothing more than grow old with you...\n<wait>	Katsuragi-kun... I love you.\nOh how I wish that we could've been born in a different era.\nI would've loved nothing more than grow old with you...\n<wait>	
m/MS002E.BIN	F0	8	631	1FD2	Rui:	Rui:	
m/MS002E.BIN	F0	9	637	1FD3	貴方は若く雄々しく、その命と引き換えに、私を望んだ{02}データ<wait>		runtime inserts: reproduce every {XX} token, in order @operand @skip
m/MS002E.BIN	F0	10	741	1FD2	Yuuka:	Yuuka:	
m/MS002E.BIN	F0	11	749	1FD3	Can you hear that? <wait>That's my heart beating.\n<wait>	Can you hear that? <wait>That's my heart beating.\n<wait>	
m/MS002E.BIN	F0	12	805	1FD2	Yuuka:	Yuuka:	
m/MS002E.BIN	F0	13	813	1FD3	It's just won't stop...\n<wait>	It's just won't stop...\n<wait>	
m/MS002E.BIN	F0	14	892	1FD2	Rui:	Rui:	
m/MS002E.BIN	F0	15	898	1FD3	Love me...\n<wait>	Love me...\n<wait>	
m/MS002E.BIN	F0	16	964	1FD2	Yuuka:	Yuuka:	
m/MS002E.BIN	F0	17	972	1FD3	Katsuragi-kun... I love you...\n<wait>	Katsuragi-kun... I love you...\n<wait>	
m/MS002E.BIN	F0	18	1058	1FD2	Rui:	Rui:	
m/MS002E.BIN	F0	19	1064	1FD3	Love me...\n<wait>	Love me...\n<wait>	
m/MS002E.BIN	F0	20	1130	1FD2	Yuuka:	Yuuka:	
